31.096216 27.941447 0
31.07822508	27.94213772	19
31.06984447	27.94195533	22
31.06219836	27.94126868	23
31.05513987	27.94058204	22
31.0492574	27.94058204	24
31.04278625	27.94058204	31
31.03631467	27.9385221	33
31.03219616	27.93920875	34
31.02631226	27.93646216	37
31.02042801	27.93440223	37
31.01218943	27.93371558	41
31.00571577	27.93508887	47
30.99983024	27.93234229	53
30.99276713	27.930969	60
30.98629214	27.93028235	56
30.97922803	27.92890906	81
30.97157464	27.92684913	100
30.96568701	27.92478919	104
30.95862136	27.92547584	102
30.9515552	27.92616248	104
30.94743303	27.92204261	105
30.94272176	27.92204261	109
30.93624338	27.92135596	112
30.93094257	27.92135596	114
30.92387435	27.92135596	120
30.91857285	27.91792274	128
30.91150373	27.91998267	128
30.90561239	27.91929603	130
30.90089906	27.91860938	132
30.89441785	27.91723609	133
30.88675767	27.91448951	138
30.88145411	27.91380286	136
30.87497159	27.91380286	138
30.869078	27.91380286	136
30.86436287	27.91242957	136
30.85787919	27.91242957	138
30.85316351	27.91311622	139
30.84667908	27.91311622	140
30.8413733	27.91311622	139
30.83429848	27.91311622	139
30.82722313	27.91242957	141
30.82191628	27.91311622	143
30.81542973	27.91242957	142
30.8113017	27.91311622	144
30.80422466	27.91105628	147
30.79478779	27.91174293	139
30.78947915	27.91517615	142
30.78122068	27.91242957	160
30.77709118	27.91242957	163
30.7706016	27.91380286	163
30.76234151	27.91174293	156
30.7582112	27.91036963	158
30.74995004	27.90899634	156
30.74522906	27.90762305	156
30.73991769	27.90556312	155
30.73460602	27.90693641	157
30.72693309	27.90968299	159
30.72044013	27.90968299	158
30.71335641	27.91105628	155
30.70627216	27.91242957	157
30.6991874	27.91380286	156
30.69151165	27.91723609	161
30.68265426	27.91860938	156
30.6749772	27.91998267	172
30.66966195	27.92204261	174
30.66375578	27.9234159	179
30.65666789	27.92684913	175
30.64839804	27.930969	174
30.64130903	27.93440223	176
30.63599193	27.9385221	171
30.62831116	27.94332862	165
30.62062978	27.94401526	168
30.61235685	27.94744849	171
30.6052652	27.94950843	175
30.59462675	27.95156837	168
30.5875338	27.95294166	162
30.57807573	27.9611814	183
30.56920795	27.96461463	183
30.56270439	27.9687345	181
30.55797426	27.97079444	180
30.55087863	27.97216773	184
30.54555657	27.97766089	188
30.53786863	27.98452735	196
30.53195441	27.98658729	198
30.5242654	27.99002051	201
30.51361806	27.99070716	198
30.50711079	27.99688697	162
30.49941981	28.00100684	154
30.4923199	28.00444007	157
30.48462775	28.00650001	160
30.47634321	28.00993323	164
30.46687431	28.01267982	197
30.45858827	28.01405311	213
30.44793374	28.01473975	214
30.43846208	28.01336646	134
30.42780536	28.01267982	7
30.42010811	28.01267982	49
30.41241026	28.01336646	-44
